.164,.146
.012,.015
.107,.182
.152,.093
.008,.017
0,.009
.027,.019
.003,.011
.019,.033
.2,.092
.011,.021
.07,.108
.027,.034
.013,.017
-.022,.012
10.54,22
.01,.014
.004,.013
.036,.024
.275,.23
.102,.085
.008,.017
.0314,.029
.062,.028
.0274,.032
.005,.016
1,.52083333
1,1.369863
1,.46511628
1,1.4285714
1,.98039216
1,.33557047
1,.2739726
1,.68027211
1,.83333333
1,.33670034
1,.2739726
1,.42016807
1,.390625
1,.18281536
1,.23041475
1,.78125
1,.39840637
1,.3875969
1,1.1764706
1,.4587156
1,.28571429
1,.39840637
1,.51546392
1,.41493776
1,.43290043
1,.52910053
1,.32051282
1,1.5873016
1,1.3888889
1,.30674847
1,.43859649
1,1.2820513
1,.19880716
1,.4587156
1,.58139535
1,.29673591
1,.86956522
1,.23041475
1,.34013605
1,.62893082
1,.31152648
1,.3968254
1,.34843206
1,2.3255814
1,.28901734
1,.54945055
1,.68493151
1,.40322581
1,.80645161
1,.46296296
1,.35460993
1,.3257329
1,.78740157
1,.33557047
1,.35087719
1,.7518797
1,.7352941200000001
1,1.0204082
1,.18621974
1,.3021148
1,.37878788
1,.33898305
1,.68965517
1,.7518797
1,.625
1,.93457944
1,.31446541
1,.19193858
1,.33670034
1,.48309179
1,.28901734
1,.41841004
1,.33783784
1,.26385224
1,.29673591
1,.44444444
1,.27322404
1,.38022814
1,.54945055
1,.29239766
1,.39525692
1,.54054054
.38,.2
.001,.002
.484,.143
.708,.181
.71,.289
.018,.006
.003,.012
.876,.022
.013,.03
.001,.002
.023,.03
.052,.056
.025,.016
.019,.005
.349,.141
.001,.001
.003,.012
.018,.005
.001,.001
.04,.009
.763,.105
.335,.136
.708,.154
.054,.069
.121,.069
.019,.006
.363,.086
.455,.147
.013,.005
.667,.098
.047,.006
.007,.006
.186,.165
1.348,.6850000000000001
.051,.059
.001,.001
.001,.002
.004,.01
.018,.005
.45,.131
.001,.001
.019,.005
.422,.135
.251,.135
.052,.056
.027,.024
.291,.392
1.348,.388
.183,.183
.33,.474
.018,.005
.042,.006
.33,.425
.018,.005
.042,.01
.002,.014
.854,.194
.005,.029
.002,.0001
.757,.103
.0014,.0001
.018,.006
.467,.148
.413,.223
.228,.184
.804,.315
.125,.061
.002,.005
.484,.143
.518,.142
.351,.138
.277,1.609
.006,.006
.851,.201
.363,.225
.73,.8139999999999999
.518,.142
.006,.006
.211,.11
.644,.142
.006,.003
.001,.001
.006,.006
.21,.113
.026,.01
.334,.085
.291,.071
.184,.114
.014,.019
.793,.32
.061,.079
.387,.088
.73,.11
.45,.131
.665,.154
.038,.009
.042,.009
.1762,.124
.1864,.0548
.0575,.0965
-.1703,.1576
.0274,.074
.2228,.1099
.1618,.0744
.1528,.1742
.011,.0026
.0082,.0026
.0112,.0025
.0068,.0027
-.0005,.0019
.0227,.0666
.0009,.0019
-.0006,.0021
-.0299,.015
-.0704,.0206
.0095,.0043
-.0569,.0221
-.0009,.0018
.0069,.0773
-.0006,.0018
.0044,.0032
.0347,.0661
.0013,.0018
-.0203,.0633
.0104,.003
-.0297,.0165
-.0016,.0021
-.0087,.06
.0103,.0032
-.0007,.0019
.0074,.0025
.001,.0017
.0087,.0031
-.0189,.0244
.044,.0598
.024,.0562
-.0512,.0139
-.0626,.0167
.0072,.0028
-.0005,.0132
-.0019,.0194
.0082,.0657
.0341,.0608
.0252,.0614
.0006,.0014
.0004,.0018
-.059,.0165
-.0253,.0226
.0595,.0622
.041,.019
.004,.004
.003,.003
.074,.037
.056,.016
.106,.022
.034,.015
.042,.013
.576,.014
.003,.004
.639,.178
.586,.019
.055,.017
.004,.003
.08,.016
.112,.005
.001,.002
.13,.008
.599,.024
.037,.018
.001,.003
.642,.024
.124,.006
.65,.013
.218,.031
.07,.024
.074,.022
.053,.023
.017,.03
.066,.013
.071,.022
.076,.022
.038,.032
.094,.013
.158,.023
.041,.023
.046,.026
.136,.02
.173,.018
.082,.022
.143,.016
